MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2013 to Apr 2026


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
,,31,01 Feb 2017,0.1388,0.9690707043,0.1808,0.1688,0.1248,-,-,-,-
,Feb,01,02 Feb 2017,0.1208,0.9690739116,0.1699,0.1693,0.1244,-,-,-,-
,,02,03 Feb 2017,0.2009,0.9690792455,0.1615,0.1706,0.1251,-,-,-,-
,,03,06 Feb 2017,0.4127,0.9691121172,0.1864,0.1820,0.1315,-,-,-,-
,,06,07 Feb 2017,0.3364,0.9691210489,0.1937,0.1848,0.1332,-,-,-,-
,,07,08 Feb 2017,0.1171,0.9691241581,0.1938,0.1855,0.1338,-,-,-,-
,,08,09 Feb 2017,0.1515,0.9691281806,0.1951,0.1863,0.1345,-,-,-,-
,,09,10 Feb 2017,0.3380,0.9691371550,0.2043,0.1890,0.1363,-,-,-,-
,,10,13 Feb 2017,0.5471,0.9691807343,0.2533,0.2051,0.1449,-,-,-,-
,,13,14 Feb 2017,0.6944,0.9691991726,0.2715,0.2123,0.1486,-,-,-,-
,,14,15 Feb 2017,0.3852,0.9692094010,0.2798,0.2154,0.1506,-,-,-,-
,,15,16 Feb 2017,0.1524,0.9692134478,0.2805,0.2162,0.1511,-,-,-,-
,,16,17 Feb 2017,0.0975,0.9692160368,0.2801,0.2165,0.1513,-,-,-,-
,,17,20 Feb 2017,0.1687,0.9692294757,0.2838,0.2203,0.1524,-,-,-,-
,,20,21 Feb 2017,0.1560,0.9692336182,0.2869,0.2215,0.1528,-,-,-,-
,,21,22 Feb 2017,0.5143,0.9692472751,0.3016,0.2259,0.1552,-,-,-,-
,,22,23 Feb 2017,0.6109,0.9692634973,0.3194,0.2316,0.1582,-,-,-,-
,,23,24 Feb 2017,0.5746,0.9692787559,0.3353,0.2371,0.1609,-,-,-,-
,,24,27 Feb 2017,0.2226,0.9692964898,0.3459,0.2365,0.1629,-,-,-,-
,,27,28 Feb 2017,0.3106,0.9693047381,0.3391,0.2364,0.1635,-,-,-,-
,,28,01 Mar 2017,0.4731,0.9693173018,0.3317,0.2413,0.1630,-,-,-,-
,Mar,01,02 Mar 2017,0.3050,0.9693254016,0.3383,0.2442,0.1641,-,-,-,-
,,02,03 Mar 2017,0.1629,0.9693297277,0.3369,0.2455,0.1646,-,-,-,-
,,03,06 Mar 2017,0.1830,0.9693443075,0.3123,0.2494,0.1663,-,-,-,-
,,06,07 Mar 2017,0.2365,0.9693505883,0.3088,0.2507,0.1673,-,-,-,-
,,07,08 Mar 2017,0.1343,0.9693541550,0.3094,0.2515,0.1679,-,-,-,-
,,08,09 Mar 2017,0.0555,0.9693556290,0.3059,0.2509,0.1681,-,-,-,-
,,09,10 Mar 2017,0.1194,0.9693588000,0.2981,0.2510,0.1686,-,-,-,-
,,10,13 Mar 2017,0.1532,0.9693710059,0.2559,0.2517,0.1707,-,-,-,-
,,13,14 Mar 2017,0.1035,0.9693737547,0.2348,0.2486,0.1710,-,-,-,-
,,14,15 Mar 2017,0.1423,0.9693775339,0.2261,0.2460,0.1714,-,-,-,-
,,15,16 Mar 2017,0.1113,0.9693804898,0.2247,0.2430,0.1718,-,-,-,-
,,16,17 Mar 2017,0.3634,0.9693901411,0.2342,0.2442,0.1736,-,-,-,-
,,17,20 Mar 2017,0.4885,0.9694290628,0.2684,0.2509,0.1809,-,-,-,-
,,20,21 Mar 2017,0.6229,0.9694456069,0.2851,0.2545,0.1841,-,-,-,-
,,21,22 Mar 2017,0.3430,0.9694547170,0.2790,0.2558,0.1857,-,-,-,-
,,22,23 Mar 2017,0.3168,0.9694631313,0.2685,0.2582,0.1872,-,-,-,-
,,23,24 Mar 2017,0.1248,0.9694664461,0.2524,0.2572,0.1876,-,-,-,-
,,24,27 Mar 2017,0.2633,0.9694874264,0.2568,0.2592,0.1910,-,-,-,-
,,27,28 Mar 2017,0.2306,0.9694935515,0.2539,0.2585,0.1918,-,-,-,-
,,28,29 Mar 2017,0.1950,0.9694987309,0.2519,0.2562,0.1922,-,-,-,-
,,29,30 Mar 2017,0.4827,0.9695115522,0.2596,0.2570,0.1938,-,-,-,-
,,30,31 Mar 2017,0.4343,0.9695230881,0.2652,0.2567,0.1952,-,-,-,-
,,31,03 Apr 2017,0.5687,0.9695684060,0.2899,0.2604,0.2025,-,-,-,-
,Apr,03,04 Apr 2017,0.6962,0.9695868995,0.3065,0.2655,0.2061,-,-,-,-
,,04,05 Apr 2017,0.3758,0.9695968823,0.3127,0.2683,0.2079,-,-,-,-
,,05,06 Apr 2017,0.3076,0.9696050534,0.3167,0.2705,0.2094,-,-,-,-
,,06,07 Apr 2017,0.2147,0.9696107568,0.3160,0.2717,0.2102,-,-,-,-
,,07,10 Apr 2017,0.1849,0.9696254923,0.3239,0.2748,0.2113,-,-,-,-
,,10,11 Apr 2017,0.2675,0.9696325984,0.3276,0.2774,0.2123,-,-,-,-
,,11,12 Apr 2017,0.3735,0.9696425206,0.3347,0.2811,0.2137,-,-,-,-
,,12,13 Apr 2017,0.4849,0.9696554022,0.3454,0.2859,0.2157,-,-,-,-
,,13,17 Apr 2017,0.7076,0.9697305943,0.4135,0.3118,0.2297,-,-,-,-
,,17,18 Apr 2017,0.4296,0.9697420079,0.4116,0.3148,0.2319,-,-,-,-
,,18,19 Apr 2017,0.3628,0.9697516469,0.4076,0.3174,0.2337,-,-,-,-
,,19,20 Apr 2017,0.2470,0.9697582093,0.3998,0.3190,0.2348,-,-,-,-
,,20,21 Apr 2017,0.3620,0.9697678272,0.3913,0.3224,0.2365,-,-,-,-
,,21,24 Apr 2017,0.4809,0.9698061583,0.4126,0.3362,0.2418,-,-,-,-
,,24,25 Apr 2017,0.4397,0.9698178411,0.4183,0.3402,0.2432,-,-,-,-
,,25,26 Apr 2017,0.4835,0.9698306879,0.4254,0.3448,0.2454,-,-,-,-
,,26,27 Apr 2017,0.5996,0.9698466197,0.4362,0.3494,0.2483,-,-,-,-
,,27,28 Apr 2017,0.3922,0.9698570409,0.4414,0.3480,0.2501,-,-,-,-
,,28,02 May 2017,0.4526,0.9699051458,0.4415,0.3518,0.2591,-,-,-,-
,May,02,03 May 2017,0.4460,0.9699169972,0.4374,0.3545,0.2611,-,-,-,-
,,03,04 May 2017,0.5120,0.9699306026,0.4313,0.3557,0.2637,-,-,-,-
,,04,05 May 2017,0.3957,0.9699411177,0.4320,0.3555,0.2655,-,-,-,-
,,05,08 May 2017,0.4690,0.9699785070,0.4553,0.3615,0.2721,-,-,-,-
,,08,09 May 2017,0.4946,0.9699916509,0.4656,0.3654,0.2744,-,-,-,-
,,09,11 May 2017,0.4974,0.9700180878,0.4837,0.3666,0.2790,-,-,-,-
,,11,12 May 2017,0.5050,0.9700315086,0.4881,0.3662,0.2816,-,-,-,-
,,12,15 May 2017,0.5746,0.9700773206,0.4822,0.3673,0.2902,-,-,-,-
,,15,16 May 2017,0.5159,0.9700910320,0.4758,0.3713,0.2926,-,-,-,-
,,16,17 May 2017,0.7252,0.9701103062,0.4764,0.3784,0.2962,-,-,-,-
,,17,18 May 2017,0.5820,0.9701257748,0.4815,0.3830,0.2991,-,-,-,-
,,18,19 May 2017,0.5199,0.9701395931,0.4867,0.3870,0.3017,-,-,-,-
,,19,22 May 2017,0.5588,0.9701841504,0.5063,0.3964,0.3099,-,-,-,-
,,22,23 May 2017,0.5613,0.9701990700,0.5090,0.3959,0.3125,-,-,-,-
,,23,24 May 2017,0.4187,0.9702101994,0.5069,0.3941,0.3144,-,-,-,-
,,24,25 May 2017,0.4127,0.9702211694,0.5060,0.3962,0.3163,-,-,-,-
,,25,26 May 2017,0.3323,0.9702300024,0.5009,0.3975,0.3163,-,-,-,-
,,26,29 May 2017,0.4495,0.9702658478,0.4977,0.4021,0.3192,-,-,-,-
,,29,30 May 2017,0.3589,0.9702753883,0.4946,0.4017,0.3198,-,-,-,-
,,30,31 May 2017,0.4404,0.9702870954,0.4929,0.4021,0.3205,-,-,-,-
,,31,01 Jun 2017,0.4503,0.9702990658,0.4928,0.4018,0.3226,-,-,-,-
,Jun,01,02 Jun 2017,0.3647,0.9703087608,0.4900,0.4025,0.3243,-,-,-,-
,,02,05 Jun 2017,0.5698,0.9703542031,0.5014,0.4153,0.3329,-,-,-,-
,,05,06 Jun 2017,0.6237,0.9703707842,0.5064,0.4201,0.3358,-,-,-,-
,,06,07 Jun 2017,0.7110,0.9703896865,0.5142,0.4253,0.3391,-,-,-,-
,,07,08 Jun 2017,0.8227,0.9704115588,0.5257,0.4328,0.3433,-,-,-,-
,,08,09 Jun 2017,0.4644,0.9704239057,0.5247,0.4372,0.3452,-,-,-,-
,,09,12 Jun 2017,0.2618,0.9704447871,0.5016,0.4411,0.3477,-,-,-,-
,,12,13 Jun 2017,0.2335,0.9704509953,0.4906,0.4420,0.3481,-,-,-,-
,,13,14 Jun 2017,0.0917,0.9704534334,0.4750,0.4419,0.3464,-,-,-,-
,,14,15 Jun 2017,0.1126,0.9704564271,0.4601,0.4416,0.3450,-,-,-,-
,,15,16 Jun 2017,0.1495,0.9704604020,0.4483,0.4420,0.3437,-,-,-,-
,,16,19 Jun 2017,0.1433,0.9704718322,0.4032,0.4321,0.3420,-,-,-,-
,,19,20 Jun 2017,0.1576,0.9704760225,0.3903,0.4285,0.3408,-,-,-,-
,,20,21 Jun 2017,0.1526,0.9704800799,0.3772,0.4234,0.3400,-,-,-,-
,,21,22 Jun 2017,0.2760,0.9704874183,0.3680,0.4226,0.3403,-,-,-,-
,,22,23 Jun 2017,0.4513,0.9704994178,0.3645,0.4241,0.3422,-,-,-,-
,,23,27 Jun 2017,1.1334,0.9706199618,0.4587,0.4635,0.3626,-,-,-,-
,,27,28 Jun 2017,0.7300,0.9706393742,0.4678,0.4689,0.3650,-,-,-,-
,,28,29 Jun 2017,0.9212,0.9706638715,0.4830,0.4768,0.3679,-,-,-,-
,,29,30 Jun 2017,1.1955,0.9706956641,0.5100,0.4846,0.3722,-,-,-,-
,,30,03 Jul 2017,0.8239,0.9707613975,0.5486,0.4935,0.3778,-,-,-,-
,Jul,03,04 Jul 2017,0.8275,0.9707834058,0.5572,0.4950,0.3810,-,-,-,-
,,04,05 Jul 2017,1.2140,0.9708156944,0.5786,0.5042,0.3871,-,-,-,-
,,05,06 Jul 2017,1.2275,0.9708483430,0.5988,0.5143,0.3933,-,-,-,-
,,06,07 Jul 2017,0.9298,0.9708730744,0.6061,0.5222,0.3978,-,-,-,-
,,07,10 Jul 2017,1.1808,0.9709672996,0.6725,0.5551,0.4159,-,-,-,-
,,10,11 Jul 2017,1.1877,0.9709988946,0.7034,0.5652,0.4223,-,-,-,-
,,11,12 Jul 2017,1.0680,0.9710273063,0.7303,0.5728,0.4280,-,-,-,-
,,12,13 Jul 2017,0.9984,0.9710538672,0.7558,0.5785,0.4332,-,-,-,-
,,13,14 Jul 2017,0.5523,0.9710685607,0.7712,0.5768,0.4356,-,-,-,-
,,14,17 Jul 2017,0.3909,0.9710997600,0.7968,0.5663,0.4400,-,-,-,-
,,17,18 Jul 2017,0.3072,0.9711079332,0.8023,0.5650,0.4408,-,-,-,-
,,18,19 Jul 2017,0.2644,0.9711149677,0.8063,0.5639,0.4415,-,-,-,-
,,19,20 Jul 2017,0.4248,0.9711262699,0.8152,0.5658,0.4433,-,-,-,-
,,20,21 Jul 2017,0.5738,0.9711415365,0.8293,0.5682,0.4462,-,-,-,-
,,21,24 Jul 2017,0.6979,0.9711972428,0.8370,0.5753,0.4567,-,-,-,-
,,24,25 Jul 2017,0.7706,0.9712177471,0.8249,0.5790,0.4605,-,-,-,-
,,25,26 Jul 2017,0.7800,0.9712385018,0.8131,0.5822,0.4644,-,-,-,-
,,26,27 Jul 2017,0.7354,0.9712580703,0.7999,0.5837,0.4675,-,-,-,-
,,27,28 Jul 2017,0.5795,0.9712734907,0.7948,0.5858,0.4678,-,-,-,-
,,28,31 Jul 2017,0.7337,0.9713320625,0.7719,0.5935,0.4713,-,-,-,-
,,31,01 Aug 2017,0.9860,0.9713583017,0.7772,0.5993,0.4760,-,-,-,-
,Aug,01,02 Aug 2017,0.8904,0.9713819976,0.7793,0.6041,0.4803,-,-,-,-
,,02,03 Aug 2017,0.9353,0.9714068889,0.7829,0.6094,0.4844,-,-,-,-
,,03,04 Aug 2017,0.6009,0.9714228812,0.7756,0.6104,0.4854,-,-,-,-
,,04,07 Aug 2017,0.6899,0.9714779649,0.7336,0.6184,0.4904,-,-,-,-
,,07,08 Aug 2017,0.4968,0.9714911876,0.7115,0.6187,0.4925,-,-,-,-
,,08,10 Aug 2017,0.4332,0.9715142479,0.6632,0.6173,0.4946,-,-,-,-
,,10,11 Aug 2017,0.3925,0.9715246950,0.6376,0.6162,0.4938,-,-,-,-
,,11,14 Aug 2017,0.4601,0.9715614346,0.5976,0.6132,0.4915,-,-,-,-
,,14,15 Aug 2017,0.6628,0.9715790771,0.6064,0.6142,0.4930,-,-,-,-
,,15,16 Aug 2017,0.7048,0.9715978379,0.6165,0.6162,0.4961,-,-,-,-
,,16,17 Aug 2017,0.7716,0.9716183772,0.6288,0.6167,0.4998,-,-,-,-
,,17,18 Aug 2017,0.6699,0.9716362097,0.6405,0.6177,0.5026,-,-,-,-
,,18,21 Aug 2017,0.8218,0.9717018391,0.6793,0.6267,0.5135,-,-,-,-
,,21,22 Aug 2017,0.8527,0.9717245396,0.6843,0.6299,0.5154,-,-,-,-
,,22,23 Aug 2017,0.9036,0.9717485958,0.6910,0.6336,0.5170,-,-,-,-
,,23,24 Aug 2017,0.9766,0.9717745961,0.6999,0.6397,0.5193,-,-,-,-
,,24,25 Aug 2017,1.0179,0.9718016966,0.7079,0.6463,0.5237,-,-,-,-
,,25,28 Aug 2017,1.2455,0.9719011798,0.7609,0.6736,0.5402,-,-,-,-
,,28,29 Aug 2017,1.1370,0.9719314552,0.7739,0.6811,0.5435,-,-,-,-
,,29,30 Aug 2017,0.5851,0.9719470354,0.7691,0.6835,0.5437,-,-,-,-
,,30,31 Aug 2017,0.2874,0.9719546885,0.7547,0.6819,0.5423,-,-,-,-
,,31,04 Sep 2017,0.5189,0.9720099594,0.7116,0.6832,0.5475,-,-,-,-
,Sep,04,05 Sep 2017,0.8749,0.9720332583,0.7175,0.6865,0.5513,-,-,-,-
,,05,06 Sep 2017,0.8973,0.9720571544,0.7242,0.6895,0.5552,-,-,-,-
,,06,07 Sep 2017,0.7411,0.9720768911,0.7259,0.6898,0.5579,-,-,-,-
,,07,08 Sep 2017,0.5901,0.9720926068,0.7289,0.6873,0.5604,-,-,-,-
,,08,11 Sep 2017,0.7084,0.9721492066,0.7569,0.6997,0.5702,-,-,-,-
,,11,12 Sep 2017,0.8189,0.9721710174,0.7684,0.7057,0.5738,-,-,-,-
,,12,13 Sep 2017,0.7175,0.9721901278,0.7768,0.7110,0.5769,-,-,-,-
,,13,14 Sep 2017,0.4524,0.9722021777,0.7765,0.7149,0.5788,-,-,-,-
,,14,15 Sep 2017,0.3192,0.9722106798,0.7654,0.7172,0.5798,-,-,-,-
,,15,18 Sep 2017,0.2772,0.9722328302,0.7230,0.7215,0.5790,-,-,-,-
,,18,19 Sep 2017,0.5204,0.9722466918,0.7133,0.7256,0.5792,-,-,-,-
,,19,20 Sep 2017,0.5091,0.9722602527,0.7032,0.7294,0.5793,-,-,-,-
,,20,21 Sep 2017,0.6871,0.9722785551,0.6988,0.7352,0.5797,-,-,-,-
,,21,22 Sep 2017,0.6471,0.9722957924,0.6922,0.7393,0.5813,-,-,-,-
,,22,25 Sep 2017,0.7077,0.9723523481,0.6672,0.7328,0.5891,-,-,-,-
,,25,26 Sep 2017,0.5900,0.9723680656,0.6460,0.7269,0.5909,-,-,-,-
,,26,27 Sep 2017,0.5617,0.9723830294,0.6239,0.7207,0.5925,-,-,-,-
,,27,28 Sep 2017,0.6652,0.9724007507,0.6052,0.7199,0.5948,-,-,-,-
,,28,29 Sep 2017,0.5562,0.9724155685,0.5865,0.7160,0.5968,-,-,-,-
,,29,02 Oct 2017,0.5979,0.9724633554,0.6021,0.7045,0.5986,-,-,-,-
,Oct,02,03 Oct 2017,0.5872,0.9724790001,0.6044,0.7020,0.5987,-,-,-,-
,,03,04 Oct 2017,0.5746,0.9724943093,0.6063,0.6992,0.5981,-,-,-,-
,,04,05 Oct 2017,0.3605,0.9725039144,0.5891,0.6899,0.5980,-,-,-,-
,,05,06 Oct 2017,0.4652,0.9725163091,0.5747,0.6816,0.5989,-,-,-,-
,,06,09 Oct 2017,0.6093,0.9725650122,0.5676,0.6657,0.6057,-,-,-,-
,,09,10 Oct 2017,0.6312,0.9725818309,0.5651,0.6597,0.6081,-,-,-,-
,,10,11 Oct 2017,0.5824,0.9725973496,0.5609,0.6531,0.6098,-,-,-,-
,,11,12 Oct 2017,0.6725,0.9726152694,0.5560,0.6488,0.6115,-,-,-,-
,,12,13 Oct 2017,0.6971,0.9726338450,0.5553,0.6455,0.6127,-,-,-,-
,,13,16 Oct 2017,0.6888,0.9726889094,0.5892,0.6535,0.6123,-,-,-,-
,,16,17 Oct 2017,0.6978,0.9727075051,0.6033,0.6568,0.6123,-,-,-,-
,,17,19 Oct 2017,0.6918,0.9727443773,0.6228,0.6657,0.6155,-,-,-,-
,,19,20 Oct 2017,1.0110,0.9727713210,0.6395,0.6721,0.6197,-,-,-,-
,,20,23 Oct 2017,1.3715,0.9728809777,0.7087,0.6954,0.6350,-,-,-,-
,,23,24 Oct 2017,1.4066,0.9729184696,0.7320,0.7031,0.6401,-,-,-,-
,,24,25 Oct 2017,1.2133,0.9729508105,0.7488,0.7080,0.6443,-,-,-,-
,,25,26 Oct 2017,1.3334,0.9729863538,0.7736,0.7140,0.6490,-,-,-,-
,,26,27 Oct 2017,1.1275,0.9730164098,0.7925,0.7182,0.6519,-,-,-,-
,,27,30 Oct 2017,1.1225,0.9731061805,0.8441,0.7326,0.6632,-,-,-,-
,,30,31 Oct 2017,1.1744,0.9731374905,0.8548,0.7374,0.6660,-,-,-,-
,,31,01 Nov 2017,1.0968,0.9731667327,0.8709,0.7386,0.6695,-,-,-,-
,Nov,01,02 Nov 2017,1.0400,0.9731944612,0.8852,0.7403,0.6727,-,-,-,-
,,02,03 Nov 2017,0.7605,0.9732147384,0.8908,0.7384,0.6745,-,-,-,-
,,03,06 Nov 2017,0.8203,0.9732803544,0.9250,0.7436,0.6804,-,-,-,-
,,06,07 Nov 2017,0.7117,0.9732993320,0.9283,0.7438,0.6817,-,-,-,-
,,07,08 Nov 2017,0.7264,0.9733187020,0.9321,0.7463,0.6831,-,-,-,-
,,08,09 Nov 2017,0.8014,0.9733400723,0.9383,0.7503,0.6848,-,-,-,-
,,09,10 Nov 2017,0.8199,0.9733619365,0.9444,0.7545,0.6865,-,-,-,-
,,10,13 Nov 2017,1.0026,0.9734421468,0.9785,0.7730,0.6943,-,-,-,-
,,13,14 Nov 2017,0.6976,0.9734607516,0.9788,0.7756,0.6950,-,-,-,-
,,14,15 Nov 2017,0.6693,0.9734786019,0.9781,0.7757,0.6955,-,-,-,-
,,15,16 Nov 2017,0.5585,0.9734934975,0.9739,0.7741,0.6958,-,-,-,-
,,16,17 Nov 2017,0.5430,0.9735079799,0.9689,0.7716,0.6948,-,-,-,-
,,17,20 Nov 2017,0.5547,0.9735523638,0.9454,0.7645,0.6948,-,-,-,-
,,20,21 Nov 2017,0.4900,0.9735654334,0.9169,0.7609,0.6944,-,-,-,-
,,21,22 Nov 2017,0.2509,0.9735721257,0.8807,0.7543,0.6927,-,-,-,-
,,22,23 Nov 2017,0.1709,0.9735766841,0.8420,0.7464,0.6906,-,-,-,-
,,23,24 Nov 2017,0.3673,0.9735864813,0.8084,0.7397,0.6903,-,-,-,-
,,24,27 Nov 2017,0.5353,0.9736293164,0.7417,0.7190,0.6926,-,-,-,-
,,27,28 Nov 2017,0.6674,0.9736471191,0.7270,0.7127,0.6937,-,-,-,-
,,28,29 Nov 2017,0.7853,0.9736680672,0.7161,0.7089,0.6956,-,-,-,-
,,29,30 Nov 2017,1.1968,0.9736999929,0.7185,0.7155,0.7001,-,-,-,-
,,30,01 Dec 2017,1.2592,0.9737335842,0.7087,0.7284,0.7060,-,-,-,-
,Dec,01,04 Dec 2017,1.2101,0.9738304320,0.7424,0.7512,0.7177,-,-,-,-
,,04,05 Dec 2017,0.9920,0.9738568988,0.7481,0.7525,0.7200,-,-,-,-
,,05,06 Dec 2017,0.8293,0.9738790254,0.7484,0.7518,0.7211,-,-,-,-
,,06,07 Dec 2017,0.7437,0.9738988685,0.7494,0.7518,0.7213,-,-,-,-
,,07,08 Dec 2017,0.7247,0.9739182051,0.7494,0.7533,0.7207,-,-,-,-
,,08,11 Dec 2017,0.7820,0.9739808027,0.7401,0.7557,0.7282,-,-,-,-
,,11,12 Dec 2017,0.8323,0.9740030121,0.7344,0.7558,0.7313,-,-,-,-
,,12,13 Dec 2017,0.9218,0.9740276103,0.7317,0.7581,0.7351,-,-,-,-
,,13,14 Dec 2017,0.8442,0.9740501384,0.7366,0.7624,0.7392,-,-,-,-
,,14,15 Dec 2017,0.7550,0.9740702866,0.7395,0.7672,0.7427,-,-,-,-
,,15,18 Dec 2017,0.7399,0.9741295234,0.7583,0.7825,0.7525,-,-,-,-
,,18,19 Dec 2017,0.8309,0.9741516988,0.7675,0.7859,0.7563,-,-,-,-
,,19,20 Dec 2017,0.9375,0.9741767199,0.7803,0.7906,0.7606,-,-,-,-
,,20,21 Dec 2017,0.9310,0.9742015680,0.7950,0.7933,0.7648,-,-,-,-
,,21,22 Dec 2017,1.0005,0.9742282718,0.8200,0.7972,0.7688,-,-,-,-
,,22,26 Dec 2017,1.2709,0.9743639591,0.9359,0.8233,0.7756,-,-,-,-
,,26,27 Dec 2017,1.1960,0.9743958862,0.9579,0.8303,0.7759,-,-,-,-
,,27,28 Dec 2017,0.9589,0.9744214848,0.9676,0.8335,0.7772,-,-,-,-
,,28,29 Dec 2017,0.7590,0.9744417475,0.9668,0.8358,0.7763,-,-,-,-
,,29,02 Jan 2018,0.8605,0.9745336386,0.9283,0.8446,0.7753,-,-,-,-


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
2018,Jan,02,03 Jan 2018,0.7915,0.9745547713,0.9148,0.8468,0.7752,-,-,-,-
,,03,04 Jan 2018,1.0355,0.9745824193,0.9092,0.8519,0.7763,-,-,-,-
,,04,05 Jan 2018,0.6058,0.9745985947,0.8967,0.8545,0.7730,-,-,-,-
,,05,08 Jan 2018,0.3425,0.9746260303,0.8557,0.8474,0.7604,-,-,-,-
,,08,09 Jan 2018,0.0458,0.9746272533,0.8320,0.8413,0.7542,-,-,-,-
,,09,10 Jan 2018,0.0560,0.9746287486,0.8085,0.8350,0.7480,-,-,-,-
,,10,11 Jan 2018,0.1294,0.9746322039,0.7875,0.8301,0.7423,-,-,-,-
,,11,12 Jan 2018,0.0660,0.9746339662,0.7627,0.8234,0.7368,-,-,-,-
,,12,15 Jan 2018,0.4538,0.9746703187,0.7253,0.8157,0.7336,-,-,-,-
,,15,16 Jan 2018,0.1639,0.9746746954,0.7067,0.8100,0.7324,-,-,-,-
,,16,17 Jan 2018,0.0973,0.9746772937,0.6860,0.8034,0.7308,-,-,-,-
,,17,18 Jan 2018,0.1380,0.9746809787,0.6665,0.7974,0.7299,-,-,-,-
,,18,19 Jan 2018,0.0868,0.9746832966,0.6425,0.7908,0.7289,-,-,-,-
,,19,22 Jan 2018,0.6715,0.9747370911,0.6149,0.7719,0.7306,-,-,-,-
,,22,23 Jan 2018,0.6374,0.9747541130,0.5945,0.7639,0.7303,-,-,-,-
,,23,24 Jan 2018,0.1786,0.9747588826,0.5592,0.7505,0.7275,-,-,-,-
,,24,25 Jan 2018,0.1183,0.9747620419,0.5221,0.7386,0.7239,-,-,-,-
,,25,26 Jan 2018,0.0602,0.9747636496,0.4830,0.7247,0.7200,-,-,-,-
,,26,29 Jan 2018,0.1977,0.9747794888,0.4081,0.6944,0.7121,-,-,-,-
,,29,30 Jan 2018,0.2863,0.9747871348,0.3896,0.6853,0.7096,-,-,-,-
,,30,31 Jan 2018,0.6653,0.9748049026,0.3833,0.6798,0.7092,-,-,-,-
,,31,01 Feb 2018,0.8294,0.9748270534,0.3823,0.6769,0.7084,-,-,-,-
,Feb,01,02 Feb 2018,0.7742,0.9748477304,0.3795,0.6740,0.7078,-,-,-,-
,,02,05 Feb 2018,0.9899,0.9749270456,0.3968,0.6802,0.7118,-,-,-,-
,,05,06 Feb 2018,0.5491,0.9749417123,0.4035,0.6772,0.7110,-,-,-,-
,,06,07 Feb 2018,0.6143,0.9749581207,0.4122,0.6762,0.7106,-,-,-,-
,,07,08 Feb 2018,0.6509,0.9749755070,0.4222,0.6753,0.7115,-,-,-,-
,,08,09 Feb 2018,0.8123,0.9749972049,0.4469,0.6755,0.7135,-,-,-,-
,,09,12 Feb 2018,1.3314,0.9751038990,0.5677,0.6882,0.7283,-,-,-,-
,,12,13 Feb 2018,1.3910,0.9751410598,0.5980,0.6924,0.7334,-,-,-,-
,,13,14 Feb 2018,1.1126,0.9751707842,0.6192,0.6969,0.7369,-,-,-,-
,,14,15 Feb 2018,0.6005,0.9751868278,0.6240,0.6962,0.7366,-,-,-,-
,,15,19 Feb 2018,0.5852,0.9752493680,0.6838,0.6976,0.7332,-,-,-,-
,,19,20 Feb 2018,0.7581,0.9752696238,0.6866,0.6998,0.7328,-,-,-,-
,,20,21 Feb 2018,0.9160,0.9752940990,0.6945,0.7045,0.7333,-,-,-,-
,,21,22 Feb 2018,1.1141,0.9753238682,0.7088,0.7139,0.7348,-,-,-,-
,,22,23 Feb 2018,1.2325,0.9753568021,0.7280,0.7254,0.7366,-,-,-,-
,,23,26 Feb 2018,1.5934,0.9754845391,0.8708,0.7618,0.7450,-,-,-,-
,,26,27 Feb 2018,1.6497,0.9755286283,0.9176,0.7739,0.7472,-,-,-,-
,,27,28 Feb 2018,1.5178,0.9755691943,0.9603,0.7832,0.7487,-,-,-,-
,,28,01 Mar 2018,0.5943,0.9755850787,1.0137,0.7711,0.7503,-,-,-,-
,Mar,01,02 Mar 2018,0.3726,0.9755950377,0.9993,0.7618,0.7495,-,-,-,-
,,02,05 Mar 2018,0.5802,0.9756415615,0.9554,0.7432,0.7486,-,-,-,-
,,05,06 Mar 2018,0.8453,0.9756641563,0.9660,0.7434,0.7483,-,-,-,-
,,06,07 Mar 2018,0.7439,0.9756840411,0.9706,0.7434,0.7483,-,-,-,-
,,07,08 Mar 2018,0.9541,0.9757095453,0.9814,0.7459,0.7503,-,-,-,-
,,08,09 Mar 2018,0.8161,0.9757313610,0.9816,0.7463,0.7509,-,-,-,-
,,09,12 Mar 2018,0.8321,0.9757980931,0.9280,0.7474,0.7524,-,-,-,-
,,12,13 Mar 2018,0.7758,0.9758188334,0.9060,0.7458,0.7527,-,-,-,-
,,13,14 Mar 2018,0.5956,0.9758347567,0.8876,0.7430,0.7535,-,-,-,-
,,14,15 Mar 2018,0.5853,0.9758504048,0.8870,0.7412,0.7550,-,-,-,-
,,15,16 Mar 2018,0.5777,0.9758658500,0.8868,0.7393,0.7566,-,-,-,-
,,16,19 Mar 2018,0.2856,0.9758887574,0.8546,0.7232,0.7554,-,-,-,-
,,19,20 Mar 2018,0.5764,0.9759041684,0.8481,0.7191,0.7558,-,-,-,-
